,bt,km,transmission,ownerNo,model,modelYear,centralVariantId,variantName,price,Insurance Validity,Fuel Type,Transmission,Features,Comfort & Convenience,Safety,Mileage,Torque,Color,Engine Type,Displacement,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Wheel Size,City,RPM_BHP,Power_RTO
90,2.0,74000,1,1,89,2013,1575,1348,365000.0,2.0,3,1,8,10,13,19.2,99.04,57,265.0,1086.0,4.0,3.0,8.0,52.0,51.37463617,12.45229249,1.0,1.0,3585.0,1595.0,1550.0,2380,1400.0,1385.0,860.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,14.3,26.0,5.0,402.7427254,13.0,0,4568.05,5634.0
91,2.0,26500,0,2,238,2016,5431,2,420000.0,2.0,4,0,9,10,13,24.04,91.0,110,344.0,999.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3679.0,1579.0,1478.0,2422,1478.635627,1479.284494,730.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,159.4,17.44,26.0,5.0,300.0,15.66402379,0,4351.893989,5667.0
92,8.0,81716,0,1,308,2017,2061,970,1895000.0,2.0,1,0,9,10,13,27.03,400.0,116,398.0,1969.0,4.0,4.0,3.0,4.0,126.0,12.45229249,5.0,1.0,4635.0,2097.0,1484.0,2776,1588.0,1585.0,1652.0,2060.0,8,12.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,9.2,26.0,4.0,380.0,17.0,0,3620.882197,5414.155665
93,8.0,24000,0,2,200,2018,7577,1051,5990000.0,2.0,1,0,9,10,13,17.0,620.0,138,438.0,2987.0,6.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,5063.0,1860.0,1494.0,3079,1595.0,1597.0,1835.0,1670.523356,9,16.0,5.0,1.0,5.01860252,22.0,2.0,174.018972,6.6,26.0,4.0,540.0,17.0,0,2654.8,3533.0
96,2.0,38197,1,1,61,2013,1203,1504,394000.0,4.0,4,1,9,10,13,19.4,109.0,86,475.0,1198.0,4.0,4.0,8.0,64.0,51.37463617,12.45229249,1.0,1.0,3610.0,1680.0,1500.0,2345,1480.0,1465.0,925.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,175.0,15.66402379,0,4586.8,6133.0
97,2.0,23000,0,2,157,2017,6782,2077,725000.0,2.0,4,0,9,10,13,19.56,113.0,57,59.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1505.0,1515.0,1211.483843,1360.0,CVT,12.0,5.0,1.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,15.66402379,0,4281.8,6165.0
100,2.0,19000,1,1,77,2019,5607,92,695000.0,5.0,4,1,9,10,13,18.9,178.9265066,9,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3765.0,1660.0,1520.0,2425,1479.0,1493.0,1060.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.9,13.0,5.0,256.0,14.0,0,4081.86,6134.0
102,2.0,29268,1,1,74,2014,1503,1352,330000.0,2.0,4,1,9,10,13,21.1,74.5,138,344.0,814.0,3.0,3.0,8.0,49.0,51.37463617,12.45229249,1.0,1.0,3495.0,1550.0,1500.0,2380,1386.0,1368.0,910.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,19.0,13.0,5.0,215.0,15.66402379,0,4055.2,5650.0
103,8.0,20000,0,1,305,2019,5595,155,990000.0,5.0,4,0,9,10,13,18.19,175.0,86,393.0,1197.0,4.0,4.0,8.0,23.0,76.0,10.5,5.0,1.0,4390.0,1699.0,1467.0,2553,1457.0,1500.0,1211.483843,1720.0,7,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.3,26.0,4.0,494.0,15.0,0,4203.2,5131.0
104,8.0,30000,1,1,295,2018,6400,1125,750000.0,5.0,4,1,9,10,13,17.1,140.0,86,70.0,1496.0,4.0,4.0,3.0,30.0,51.37463617,12.45229249,1.0,1.0,4425.0,1730.0,1495.0,2550,1478.635627,1479.284494,1095.0,1580.0,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,31.0,4.0,476.0,15.66402379,0,4305.5,6133.0
105,2.0,64374,0,1,66,2018,1340,160,755000.0,3.775612672,4,0,9,10,13,19.0,110.0,57,476.0,1199.0,4.0,4.0,8.0,64.0,51.37463617,12.45229249,1.0,1.0,3955.0,1694.0,1544.0,2530,1478.635627,1479.284494,1066.0,1670.523356,5,12.0,5.0,6.0,5.1,5.0,7.0,174.018972,13.7,26.0,5.0,354.0,15.0,0,4888.7,6135.0
108,2.0,43679,1,1,89,2010,1577,1098,271000.0,2.0,4,1,9,10,13,19.81,99.04,116,265.0,1086.0,4.0,3.0,8.0,49.0,51.37463617,12.45229249,1.0,1.0,3585.0,1595.0,1550.0,2380,1400.0,1385.0,900.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,5.0,402.7427254,13.0,0,4568.05,5665.0
109,7.0,40000,0,1,73,2018,6432,399,1280000.0,5.0,4,0,9,10,13,14.8,178.9265066,86,450.0,1591.0,4.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,4270.0,1780.0,1665.0,2590,1478.635627,1479.284494,1300.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,13.0,5.0,400.0,17.0,0,4971.3,6565.0
110,2.0,40562,1,1,90,2012,1650,1099,436000.0,4.0,1,1,9,10,13,22.54,219.6,110,424.0,1396.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,1.0,1.0,3995.0,1710.0,1505.0,2525,1505.0,1503.0,1120.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,402.7427254,14.0,0,2838.76,4165.0
113,7.0,58600,0,1,147,2016,3808,815,1350000.0,5.0,1,0,9,10,13,16.0,330.0,116,498.0,2179.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4585.0,1890.0,1785.0,2700,1478.635627,1479.284494,2020.0,2510.0,6,12.0,7.0,6.0,5.01860252,5.0,2.0,174.018972,10.0,19.0,5.0,720.0,17.0,0,2901.893989,3885.0
116,2.0,65017,0,1,160,2015,3982,1818,475000.0,1.0,4,0,8,10,13,23.1,90.0,138,293.0,998.0,3.0,4.0,3.0,53.0,30.0,11.0,1.0,1.0,3715.0,1635.0,1565.0,2425,1420.0,1410.0,840.0,1250.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,15.05,23.0,5.0,235.0,15.66402379,0,3567.04,6134.0
120,8.0,36349,0,1,251,2014,3217,1089,1650000.0,3.775612672,1,0,9,10,13,17.2,320.0,138,400.0,1968.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4838.0,1817.0,1482.0,2761,1478.635627,1479.284494,1608.0,2124.0,6,12.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,12.79590584,26.0,4.0,565.0,16.0,0,2638.1,4365.0
121,2.0,80000,1,3,89,2009,1586,1643,249000.0,5.0,4,1,9,10,13,20.36,111.8,86,228.0,1197.0,4.0,4.0,3.0,49.0,22.0,10.5,1.0,1.0,3585.0,1595.0,1550.0,2380,1400.0,1385.0,960.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,4.0,402.7427254,13.0,0,4078.9,6242.030234
122,7.0,83394,1,2,236,2014,5063,1398,630000.0,3.775612672,4,1,8,10,13,13.24,145.0,110,309.0,1598.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,4315.0,1822.0,1695.0,2673,1560.0,1567.0,1100.0,1740.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,5.0,475.0,16.0,0,3852.57,5981.0
123,7.0,30000,0,2,9,2016,5712,657,2599000.0,5.0,1,0,9,10,13,14.16,380.0,86,387.0,1968.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4629.0,2089.0,1655.0,2807,1617.0,1614.0,1830.0,2430.0,7,9.0,5.0,6.0,5.01860252,22.0,2.0,174.018972,9.0,26.0,5.0,540.0,17.0,0,2674.3,4331.0
126,2.0,110000,1,3,90,2012,1642,149,300000.0,5.0,4,1,9,10,13,17.0,178.9265066,110,278.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3940.0,1710.0,1505.0,"2,525",1505.0,1503.0,1020.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,402.7427254,14.0,0,3620.882197,5450.155665
127,7.0,89000,0,1,51,2017,916,653,2975000.0,5.0,1,0,9,10,13,10.91,470.0,8,236.0,3198.0,4.0,4.0,3.0,72.0,51.37463617,12.45229249,5.0,1.0,4892.0,1860.0,1837.0,2850,1475.0,1470.0,1879.0,1670.523356,6,4.0,7.0,6.0,5.01860252,5.0,2.0,160.2,10.86,26.0,5.0,402.7427254,18.0,0,2601.893989,3146.0
129,2.0,30000,1,1,54,2018,5570,180,500000.0,5.0,4,1,9,10,13,18.16,112.0,55,396.0,1196.0,4.0,4.0,3.0,23.0,51.37463617,11.0,1.0,1.0,3886.0,1695.0,1525.0,2491,1492.0,1484.0,1211.483843,1670.523356,5,12.0,5.0,0.0,4.9,22.0,7.0,174.018972,15.7,13.0,5.0,257.0,14.0,0,4086.8,6542.030234
130,2.0,13345,0,1,172,2020,5555,67,730000.0,2.0,4,0,9,10,13,20.89,113.0,138,51.0,1197.0,4.0,4.0,8.0,49.0,51.37463617,12.45229249,1.0,1.0,3700.0,1690.0,1595.0,2435,1478.635627,1479.284494,855.0,1670.523356,5,12.0,5.0,2.0,5.01860252,5.0,7.0,174.018972,13.69,26.0,5.0,260.0,15.0,0,4281.8,6131.0
132,2.0,75000,1,1,77,2014,1549,1640,399000.0,2.0,4,1,9,10,13,18.9,114.0,57,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3765.0,1660.0,1520.0,2425,1479.0,1493.0,935.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.9,13.0,5.0,256.0,15.66402379,0,4101.893989,6135.0
133,2.0,75523,1,2,89,2011,1570,1640,312000.0,2.0,4,1,9,10,13,20.36,111.8,110,229.0,1197.0,4.0,4.0,3.0,49.0,22.0,10.5,1.0,1.0,3585.0,1595.0,1550.0,2380,1400.0,1385.0,960.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,4.0,402.7427254,13.0,0,4078.9,6165.0
134,7.0,47000,1,1,147,2015,3807,1863,1275000.0,2.0,1,1,9,10,13,16.0,330.0,116,498.0,2179.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4585.0,1890.0,1785.0,2700,1478.635627,1479.284494,2010.0,2510.0,6,12.0,7.0,6.0,5.01860252,5.0,2.0,174.018972,10.0,19.0,5.0,720.0,17.0,0,2901.893989,3881.0
137,7.0,50000,1,1,73,2016,1443,376,1260000.0,5.0,1,1,9,10,13,19.67,259.9,138,421.0,1582.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4270.0,1780.0,1630.0,2590,1478.635627,1479.284494,1320.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.5,13.0,5.0,400.0,16.0,0,2876.2,4165.0
138,2.0,90000,1,2,89,2010,1568,1333,300000.0,5.0,4,1,8,10,13,20.36,111.7,86,319.0,1197.0,4.0,4.0,4.0,49.0,22.0,10.5,1.0,1.0,3585.0,1595.0,1550.0,2380,1400.0,1385.0,930.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,4.0,402.7427254,13.0,0,4078.9,6165.0
139,7.0,70000,0,2,23,2016,362,2146,3981000.0,5.0,1,0,9,10,13,15.97,560.0,86,236.0,2993.0,6.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4886.0,1938.0,1762.0,2933,1644.0,1650.0,2060.0,1670.523356,8,4.0,5.0,6.0,6.4,22.0,25.0,174.018972,6.9,10.0,5.0,650.0,19.0,0,3101.893989,4188.0
140,2.0,52571,1,1,90,2016,1482,851,627000.0,2.0,4,1,9,10,13,18.6,114.7,57,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3985.0,1734.0,1505.0,2570,1505.0,1503.0,1066.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,13.2,13.0,5.0,295.0,16.0,0,4081.83,6167.0
142,8.0,61993,1,1,63,2015,1279,2099,672000.0,2.0,4,1,9,10,13,17.4,145.0,116,469.0,1497.0,4.0,4.0,8.0,69.0,37.0,10.3,1.0,1.0,4440.0,1695.0,1495.0,2600,1480.0,1465.0,1049.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.0,26.0,4.0,510.0,15.0,0,4717.3,6734.0
143,7.0,57000,0,1,84,2017,6685,520,1825000.0,2.0,1,0,9,10,13,16.38,400.11,138,466.0,1995.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4475.0,1850.0,1660.0,2670,1478.635627,1479.284494,1537.0,1670.523356,6,1.0,5.0,6.0,5.3,5.0,2.0,195.68,8.93,26.0,5.0,513.0,18.0,0,2932.46,4164.0
144,7.0,80000,1,2,285,2021,7615,602,3500000.0,5.0,1,1,9,10,13,14.24,420.0,86,9.0,2755.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4795.0,1855.0,1835.0,2745,1478.635627,1479.284494,2360.0,1670.523356,6,16.0,7.0,6.0,5.8,22.0,25.0,174.018972,12.79590584,26.0,5.0,402.7427254,17.0,0,2774.5,3533.0
145,2.0,36359,1,1,90,2013,1654,1643,440000.0,2.0,4,1,9,10,13,18.5,113.7,9,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1710.0,1505.0,2525,1505.0,1503.0,1040.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,402.7427254,14.0,0,4082.85,6131.0
146,7.0,70000,1,2,256,2019,6711,1957,1460000.0,5.0,1,1,9,10,13,17.0,350.0,86,322.0,1956.0,4.0,4.0,3.0,4.0,51.37463617,16.5,5.0,1.0,4598.0,1894.0,1706.0,2741,1478.635627,1479.284494,1745.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,13.0,4.0,425.0,17.0,0,2638.1,3917.0
148,8.0,30301,0,1,86,2017,5969,1782,1033000.0,2.0,4,0,9,10,13,17.0,151.0,8,450.0,1591.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,4440.0,1729.0,1475.0,2600,1478.635627,1479.284494,1238.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,158.83,12.04,13.0,4.0,480.0,16.0,0,4971.3,6560.0
149,2.0,66000,1,1,89,2010,1586,1643,275000.0,2.0,4,1,9,10,13,20.36,111.8,50,228.0,1197.0,4.0,4.0,3.0,49.0,22.0,10.5,1.0,1.0,3585.0,1595.0,1550.0,2380,1400.0,1385.0,960.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,4.0,402.7427254,13.0,0,4078.9,6133.0
150,2.0,56010,1,1,90,2017,1481,1643,676000.0,2.0,4,1,9,10,13,18.6,114.7,138,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3985.0,1734.0,1505.0,2570,1505.0,1503.0,1066.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,13.2,13.0,5.0,295.0,15.66402379,0,4081.83,6160.0
151,7.0,47000,0,1,206,2017,5448,628,4290000.0,2.0,1,0,9,10,13,17.9,400.0,138,236.0,2143.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4656.0,1890.0,1639.0,2873,1621.0,1617.0,1954.0,2505.0,9,9.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,402.7427254,18.0,0,2901.893989,4333.0
152,7.0,60000,1,2,229,2014,3363,1951,650000.0,5.0,1,1,9,10,13,19.01,248.0,86,310.0,1461.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4331.0,2000.0,1671.0,2673,1560.0,1567.0,1390.0,1787.0,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,13.0,19.0,5.0,475.0,16.0,0,2358.5,4033.0
153,2.0,83829,1,1,179,2014,4164,1765,444000.0,5.0,1,1,9,10,13,25.2,190.0,110,220.0,1248.0,4.0,4.0,3.0,4.0,14.0,17.6,5.0,1.0,3840.0,1735.0,1530.0,2450,1478.635627,1479.284494,1211.483843,1405.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,14.8,19.0,5.0,204.0,15.66402379,0,2101.893989,4165.0
154,2.0,10000,0,1,238,2020,7433,24,510000.0,5.0,4,0,9,10,13,22.0,91.0,86,344.0,999.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3731.0,1579.0,1474.0,2422,1478.635627,1479.284494,750.0,1670.523356,5,12.0,5.0,1.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,5.0,279.0,15.66402379,0,4351.893989,5664.0
155,7.0,35000,0,2,236,2016,5047,459,925000.0,2.0,1,0,9,10,13,19.6,245.0,57,465.0,1461.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4315.0,1822.0,1695.0,2673,1560.0,1567.0,1285.0,1813.0,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.5,26.0,5.0,475.0,16.0,0,1858.45,4167.0
156,8.0,51116,0,2,63,2019,5627,2109,1024000.0,2.0,4,0,9,10,13,18.0,145.0,138,469.0,1497.0,4.0,4.0,8.0,69.0,37.0,10.3,1.0,1.0,4440.0,1695.0,1495.0,2600,1490.0,1480.0,1080.0,1455.0,CVT,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,10.0,26.0,4.0,510.0,15.0,0,4717.6,6733.0
157,8.0,80000,1,3,249,2016,3135,327,500000.0,5.0,1,1,9,10,13,21.14,250.0,86,236.0,1498.0,4.0,4.0,3.0,24.0,51.37463617,12.45229249,5.0,1.0,4386.0,1699.0,1466.0,2552,1478.635627,1479.284494,1206.0,1760.0,5-speed,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,11.0,26.0,4.0,460.0,15.0,0,2603.52,4538.0
158,2.0,40000,0,2,300,2017,1941,1156,995000.0,5.0,4,0,9,10,13,17.21,175.0,86,393.0,1197.0,4.0,4.0,3.0,23.0,55.0,12.45229249,5.0,1.0,3971.0,1682.0,1469.0,2469,1460.0,1456.0,1109.0,1580.0,7,12.0,5.0,6.0,5.01860252,5.0,7.0,177.22,10.61,26.0,5.0,280.0,16.0,0,4203.5,5242.030234
160,7.0,36916,1,1,50,2018,6312,292,834000.0,2.0,4,1,9,10,13,17.0,150.0,86,396.0,1497.0,3.0,4.0,3.0,23.0,102.0,11.0,1.0,1.0,3998.0,1765.0,1647.0,2519,1478.635627,1479.284494,1274.0,1670.523356,5,12.0,5.0,6.0,5.3,22.0,7.0,174.018972,12.51,26.0,4.0,352.0,16.0,0,4621.36,6633.0
161,2.0,90000,1,1,300,2015,1976,328,560000.0,5.0,1,1,9,10,13,20.14,230.0,86,381.0,1498.0,4.0,4.0,3.0,23.0,79.0,16.5,5.0,1.0,3971.0,1682.0,1469.0,2469,1460.0,1456.0,1158.0,1620.0,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,16.1,26.0,5.0,280.0,15.0,0,2588.8,4334.0
164,4.0,120000,1,2,289,2014,2295,519,1100000.0,5.0,4,1,9,10,13,11.4,181.0,86,8.0,1998.0,4.0,4.0,3.0,38.0,51.37463617,12.45229249,1.0,1.0,4585.0,1760.0,1760.0,2750,1510.0,1510.0,1585.0,2220.0,5,16.0,7.0,6.0,5.01860252,22.0,16.0,174.018972,12.79590584,26.0,5.0,402.7427254,15.0,0,4130.1,5735.0
165,2.0,36685,1,2,61,2016,1188,1504,462000.0,2.0,4,1,9,10,13,19.4,109.0,110,475.0,1198.0,4.0,4.0,8.0,64.0,51.37463617,12.45229249,1.0,1.0,3610.0,1680.0,1500.0,2345,1480.0,1465.0,925.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,14.5,26.0,5.0,175.0,15.66402379,0,4586.8,6135.0
166,7.0,120000,0,2,80,2012,1677,739,900000.0,5.0,1,0,9,10,13,11.72,436.4,86,201.0,2199.0,4.0,4.0,3.0,10.0,51.37463617,12.45229249,1.0,1.0,4660.0,1890.0,1760.0,2700,1615.0,1620.0,1940.0,1670.523356,6 speed,9.0,7.0,6.0,5.01860252,22.0,21.0,174.018972,12.79590584,26.0,5.0,402.7427254,18.0,0,2694.3,4042.030234
167,8.0,4000,0,1,18,2022,8418,1155,7900000.0,2.0,4,0,9,10,13,13.32,400.0,9,416.0,1998.0,4.0,4.0,3.0,53.0,51.37463617,12.45229249,5.0,1.0,5091.0,1902.0,1538.0,3070,1615.0,1479.284494,1885.0,1670.523356,8- Steptronic Sport Automatic Transmission,11.52548098,4.0,6.0,5.01860252,22.0,25.0,174.018972,6.5,11.0,4.0,450.0,19.0,0,4654.79,5133.0
168,2.0,32184,0,2,157,2019,5920,82,843000.0,4.0,4,0,9,10,13,21.4,115.0,116,455.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1515.0,1525.0,935.0,1360.0,CVT,12.0,5.0,6.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,16.0,0,4083.1,6133.0
169,2.0,32279,1,1,158,2018,6370,16,799000.0,2.0,4,1,9,10,13,21.1,150.0,138,195.0,998.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,5.0,1.0,3995.0,1745.0,1510.0,2520,1515.0,1525.0,950.0,1360.0,5,12.0,5.0,6.0,4.9,5.0,2.0,186.08,10.52,26.0,5.0,402.7427254,15.66402379,0,4600.5,5631.0
170,2.0,59698,1,1,90,2015,1483,862,576000.0,2.0,4,1,9,10,13,18.6,114.7,138,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3985.0,1734.0,1505.0,2570,1505.0,1503.0,1066.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,13.2,13.0,5.0,295.0,16.0,0,4081.83,6131.0
171,7.0,46071,1,1,235,2018,6104,264,949000.0,2.0,1,1,9,10,13,20.37,240.0,57,313.0,1461.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4329.0,1813.0,1626.0,2673,1478.635627,1479.284494,1325.0,1670.523356,6,11.52548098,5.0,6.0,5.2,5.0,7.0,174.018972,12.79590584,7.0,5.0,402.7427254,15.66402379,0,1858.45,4011.0
172,7.0,90000,1,1,183,2017,4299,2022,795000.0,5.0,1,1,9,10,13,24.3,200.0,140,218.0,1248.0,4.0,4.0,3.0,6.0,13.0,12.45229249,5.0,1.0,3995.0,1790.0,1640.0,2500,1478.635627,1479.284494,1190.0,1680.0,5,12.0,5.0,6.0,5.2,22.0,7.0,172.0,12.36,26.0,5.0,328.0,16.0,0,1838.5,4242.030234
175,7.0,74499,1,2,236,2013,5065,767,516000.0,4.0,1,1,8,10,13,20.45,200.0,14,464.0,1461.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4315.0,1822.0,1695.0,2673,1560.0,1567.0,1240.0,1758.0,5 speed,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,5.0,475.0,16.0,0,1983.8,3883.0
176,7.0,56211,0,2,50,2017,6089,295,777000.0,2.0,4,0,9,10,13,14.8,150.0,57,396.0,1497.0,3.0,4.0,3.0,23.0,102.0,11.0,1.0,1.0,3998.0,1765.0,1647.0,2519,1478.635627,1479.284494,1211.483843,1670.523356,6,12.0,5.0,6.0,5.3,22.0,7.0,171.43,12.51,26.0,4.0,352.0,15.66402379,0,4621.36,6633.0
177,2.0,9001,1,1,66,2019,6504,1742,753000.0,2.0,4,1,9,10,13,18.2,110.0,138,476.0,1199.0,4.0,4.0,8.0,64.0,51.37463617,12.45229249,1.0,1.0,3955.0,1694.0,1544.0,2530,1478.635627,1479.284494,1211.483843,1670.523356,5,12.0,5.0,6.0,5.1,5.0,7.0,174.018972,13.7,26.0,5.0,354.0,15.0,0,4888.7,6134.0
178,7.0,65457,0,2,147,2017,3818,810,1226000.0,5.0,1,0,9,10,13,16.0,320.0,84,498.0,1997.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4585.0,1890.0,1785.0,2700,1478.635627,1479.284494,1960.0,2510.0,6,12.0,7.0,6.0,5.01860252,5.0,2.0,174.018972,10.0,26.0,5.0,720.0,17.0,0,2901.893989,3915.0
179,2.0,23682,1,1,66,2017,1339,162,725000.0,2.0,4,1,9,10,13,18.7,110.0,110,476.0,1199.0,4.0,4.0,8.0,64.0,51.37463617,12.45229249,1.0,1.0,3955.0,1694.0,1544.0,2530,1478.635627,1479.284494,1044.0,1670.523356,5,12.0,5.0,6.0,5.1,5.0,7.0,174.018972,13.7,26.0,5.0,354.0,15.0,0,4888.7,6167.0
180,8.0,50000,1,1,86,2020,5961,923,1150000.0,5.0,1,1,9,10,13,22.0,178.9265066,110,426.0,1582.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4440.0,1729.0,1475.0,2600,1478.635627,1479.284494,1255.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,13.0,4.0,480.0,16.0,0,3126.2,4133.0
181,2.0,134557,1,2,179,2015,4165,2020,629000.0,2.0,1,1,9,10,13,25.2,190.0,138,220.0,1248.0,4.0,4.0,3.0,4.0,14.0,17.6,5.0,1.0,3840.0,1735.0,1530.0,2450,1475.0,1485.0,1211.483843,1405.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,155.0,14.8,19.0,5.0,204.0,15.0,0,2101.893989,4167.0
184,4.0,83007,1,2,165,2014,4051,2019,786000.0,2.0,1,1,9,10,13,20.77,200.0,138,220.0,1248.0,4.0,4.0,3.0,4.0,14.0,17.6,5.0,1.0,4265.0,1695.0,1685.0,2740,1480.0,1490.0,1235.0,1845.0,5,12.0,7.0,6.0,5.01860252,5.0,7.0,160.0,13.3,23.0,5.0,135.0,15.0,0,1838.8,4165.0
185,2.0,34000,1,1,66,2018,1341,171,745000.0,2.0,4,1,9,10,13,18.7,110.0,66,476.0,1199.0,4.0,4.0,8.0,64.0,51.37463617,12.45229249,1.0,1.0,3955.0,1694.0,1544.0,2530,1478.635627,1479.284494,1042.0,1670.523356,5,12.0,5.0,6.0,5.1,5.0,7.0,174.018972,13.7,26.0,5.0,354.0,15.0,0,4888.7,6132.0
