,bt,km,transmission,ownerNo,model,modelYear,centralVariantId,variantName,price,Insurance Validity,Fuel Type,Transmission,Features,Comfort & Convenience,Safety,Mileage,Torque,Color,Engine Type,Displacement,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Top Speed,Acceleration,Tyre Type,No Door Numbers,Cargo Volumn,Wheel Size,City,RPM_BHP,Power_RTO
6011,7.0,80000,1,1,73,2016,1451,213,850000.0,5.0,1,1,9,10,13,21.38,219.7,8,420.0,1396.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,1.0,1.0,4270.0,1780.0,1630.0,2590,1478.635627,1479.284494,1260.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.5,13.0,5.0,400.0,16.0,4,2838.7,4226.0
6012,8.0,80000,1,1,63,2019,5626,2114,980000.0,5.0,4,1,9,10,13,17.4,145.0,86,469.0,1497.0,4.0,4.0,8.0,69.0,37.0,10.3,1.0,1.0,4440.0,1695.0,1495.0,2600,1490.0,1480.0,1061.0,1436.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,189.0,9.64,26.0,4.0,510.0,15.0,4,4717.6,6842.030234
6013,7.0,120000,1,3,223,2007,3440,606,450000.0,5.0,1,1,9,10,13,10.5,275.0,8,278.0,2835.0,4.0,2.0,8.0,23.0,166.0,12.45229249,5.0,1.0,4755.0,1775.0,1900.0,2725,1465.0,1480.0,2155.0,2800.0,5,4.0,6.0,6.0,5.01860252,20.0,10.0,174.018972,12.79590584,26.0,5.0,402.7427254,15.0,4,2107.2,4242.030234
6014,7.0,114756,0,1,210,2015,4663,1327,3190000.0,2.0,1,0,9,10,13,15.26,500.0,9,236.0,2143.0,4.0,4.0,3.0,6.0,161.0,12.45229249,5.0,1.0,4817.0,2141.0,1762.0,2915,1648.0,1663.0,2160.0,2950.0,7,9.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,9.0,26.0,5.0,690.0,18.0,4,2003.2,4427.0
6015,4.0,23793,1,1,165,2016,4046,1534,899000.0,2.0,1,1,9,10,13,24.52,200.0,57,207.0,1248.0,4.0,4.0,3.0,4.0,14.0,17.6,5.0,1.0,4296.0,1695.0,1685.0,2740,1480.0,1490.0,1260.0,1670.523356,5,12.0,7.0,6.0,5.01860252,22.0,7.0,160.0,13.3,23.0,5.0,135.0,15.0,4,1838.5,4226.0
6016,7.0,100181,1,2,285,2011,2263,640,1200000.0,2.0,1,1,9,10,13,11.5,343.0,57,178.0,2982.0,4.0,4.0,3.0,15.0,51.37463617,12.45229249,5.0,1.0,4695.0,1840.0,1850.0,2750,1540.0,1540.0,1955.0,2510.0,5,4.0,7.0,6.0,5.01860252,22.0,16.0,174.018972,9.6,26.0,5.0,402.7427254,17.0,4,3620.882197,5509.155665
6017,2.0,60000,1,1,160,2016,7366,2037,360000.0,2.0,4,1,9,10,13,21.63,90.0,138,293.0,998.0,3.0,4.0,3.0,53.0,30.0,11.0,1.0,1.0,3695.0,1600.0,1560.0,2425,1420.0,1410.0,835.0,1250.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,15.05,23.0,5.0,235.0,15.66402379,4,3567.05,6229.0
6021,2.0,18206,1,1,54,2020,7593,1723,534000.0,4.0,4,1,9,10,13,18.5,119.0,138,396.0,1194.0,3.0,4.0,3.0,23.0,51.37463617,12.45229249,1.0,1.0,3941.0,1704.0,1525.0,2490,1478.635627,1479.284494,1211.483843,1670.523356,5,12.0,5.0,6.0,4.9,22.0,7.0,174.018972,12.79590584,13.0,5.0,257.0,15.66402379,4,4344.93,6753.0
6022,8.0,77000,1,2,63,2016,1215,2099,610000.0,2.0,4,1,9,10,13,17.8,145.0,57,469.0,1497.0,4.0,4.0,8.0,69.0,37.0,10.3,1.0,1.0,4440.0,1695.0,1495.0,2600,1480.0,1465.0,1049.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.0,26.0,4.0,510.0,15.0,4,4717.3,6826.0
6023,7.0,56569,1,1,50,2019,6092,274,709000.0,4.0,1,1,9,10,13,23.0,205.0,138,380.0,1498.0,4.0,4.0,8.0,23.0,39.0,16.0,5.0,1.0,3998.0,1765.0,1647.0,2519,1478.635627,1479.284494,1211.483843,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,4.0,352.0,15.66402379,4,3348.96,4003.0
6027,8.0,30000,1,1,59,2020,7443,1801,725000.0,5.0,4,1,9,10,13,18.6,110.0,86,476.0,1199.0,4.0,4.0,8.0,53.0,51.37463617,12.45229249,1.0,1.0,3995.0,1695.0,1501.0,2470,1478.635627,1479.284494,924.0,1670.523356,5,12.0,5.0,1.0,4.7,5.0,7.0,174.018972,15.0,26.0,4.0,420.0,15.66402379,4,4888.76,6253.0
6028,7.0,120000,1,1,101,2017,5932,488,1150000.0,5.0,1,1,9,10,13,17.1,350.0,86,124.0,1956.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4395.0,1818.0,1640.0,2636,1478.635627,1479.284494,1211.483843,1670.523356,6,5.0,5.0,8.0,5.01860252,5.0,6.0,174.018972,12.79590584,6.0,5.0,408.0,17.0,4,2601.893989,4003.0
6029,7.0,90000,0,2,73,2017,1444,368,1010000.0,5.0,1,0,9,10,13,17.01,259.9,86,421.0,1582.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4270.0,1780.0,1630.0,2590,1478.635627,1479.284494,1320.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.5,13.0,5.0,400.0,17.0,4,2876.2,4253.0
6030,7.0,43919,1,1,60,2016,1182,2107,790000.0,2.0,1,1,9,10,13,21.9,200.0,66,467.0,1498.0,4.0,4.0,3.0,23.0,4.0,12.45229249,5.0,1.0,4456.0,1735.0,1666.0,2662,1478.635627,1479.284494,1306.0,1670.523356,6,12.0,7.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,31.0,5.0,223.0,16.0,4,1848.6,3816.0
6031,7.0,80000,1,1,73,2015,1442,374,888000.0,5.0,1,1,9,10,13,19.67,259.9,138,421.0,1582.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4270.0,1780.0,1630.0,2590,1478.635627,1479.284494,1280.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.5,13.0,5.0,400.0,16.0,4,2876.2,4242.030234
6032,8.0,72602,0,2,86,2016,1787,365,695000.0,2.0,1,0,9,10,13,19.08,259.9,138,427.0,1582.0,4.0,4.0,3.0,6.0,89.0,17.3,5.0,1.0,4375.0,1700.0,1475.0,2570,1478.635627,1479.284494,1270.0,1670.523356,4,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.62,13.0,4.0,465.0,15.0,4,2876.2,4226.0
6033,2.0,86000,1,1,77,2016,1549,1640,425000.0,5.0,4,1,9,10,13,18.9,114.0,57,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3765.0,1660.0,1520.0,2425,1479.0,1493.0,935.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.9,13.0,5.0,256.0,15.66402379,4,4101.893989,6226.0
6038,8.0,72916,0,1,309,2017,2074,969,2500000.0,2.0,1,0,9,10,13,19.6,440.0,57,236.0,2400.0,5.0,4.0,3.0,6.0,109.0,12.45229249,5.0,1.0,4637.0,2097.0,1539.0,2774,1619.0,1577.0,1776.0,2230.0,6,9.0,5.0,6.0,5.65,5.0,2.0,174.018972,7.0,26.0,4.0,380.0,15.66402379,4,3620.882197,4253.0
6039,2.0,100000,1,1,184,2016,4310,1823,400000.0,5.0,4,1,9,10,13,20.51,90.0,86,295.0,998.0,3.0,4.0,3.0,35.26919603,12.0,12.45229249,1.0,1.0,3599.0,1495.0,1700.0,2400,1295.0,1290.0,885.0,1350.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,152.0,18.6,19.0,5.0,180.0,15.66402379,4,3567.04,6426.0
6040,8.0,41521,0,1,248,2019,7203,438,2190000.0,2.0,4,0,9,10,13,15.1,250.0,14,106.0,1798.0,4.0,4.0,3.0,23.0,130.0,9.6,5.0,1.0,4670.0,1814.0,1476.0,2688,1539.0,1512.0,1330.0,1860.0,7,12.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,8.26,26.0,4.0,590.0,16.0,4,5101.893989,6453.0
6041,7.0,76065,1,2,265,2019,5994,131,723000.0,2.0,4,1,9,10,13,17.0,170.0,138,354.0,1198.0,3.0,4.0,3.0,49.0,92.0,12.45229249,5.0,1.0,3994.0,1811.0,1607.0,2498,1540.0,1530.0,1211.483843,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,154.19,11.64,16.0,5.0,350.0,16.0,4,4108.5,5231.0
6044,8.0,37811,1,2,63,2018,5628,2116,795000.0,4.0,4,1,9,10,13,17.4,145.0,138,469.0,1497.0,4.0,4.0,8.0,69.0,37.0,10.3,1.0,1.0,4440.0,1695.0,1495.0,2600,1475.0,1465.0,1084.0,1459.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,189.0,9.64,26.0,4.0,510.0,16.0,4,4717.6,6815.0
6046,8.0,120000,1,2,305,2015,2040,328,610000.0,5.0,1,1,9,10,13,20.34,250.0,86,381.0,1498.0,4.0,4.0,3.0,23.0,81.0,12.45229249,5.0,1.0,4384.0,1699.0,1466.0,2552,1460.0,1498.0,1211.0,1750.0,5,12.0,5.0,6.0,5.01860252,5.0,7.0,186.0,11.94,26.0,4.0,454.0,15.0,4,2603.2,4642.030234
6047,8.0,42840,0,1,1,2015,5741,695,2190000.0,2.0,1,0,9,10,13,20.38,320.0,138,382.0,1968.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4456.0,1960.0,1416.0,2637,1555.0,1526.0,1340.0,1890.0,6,12.0,5.0,6.0,5.01860252,22.0,2.0,215.0,8.6,27.0,4.0,425.0,17.0,4,3101.893989,4215.0
6050,2.0,70000,1,2,179,2018,7059,2058,650000.0,2.0,4,1,9,10,13,21.21,113.0,9,449.0,1197.0,4.0,4.0,3.0,53.0,32.0,12.45229249,1.0,1.0,3840.0,1735.0,1530.0,2450,1520.0,1520.0,1211.483843,1315.0,5,12.0,5.0,1.0,5.01860252,5.0,7.0,174.018972,12.79590584,13.0,5.0,268.0,15.66402379,4,4281.8,6220.0
6053,7.0,30000,1,1,50,2019,6086,294,630000.0,5.0,4,1,9,10,13,17.0,150.0,138,396.0,1497.0,3.0,4.0,3.0,23.0,102.0,11.0,1.0,1.0,3998.0,1765.0,1647.0,2519,1478.635627,1479.284494,1211.483843,1670.523356,5,12.0,5.0,6.0,5.3,22.0,7.0,174.018972,12.79590584,26.0,4.0,352.0,15.66402379,4,4621.36,6695.0
6055,2.0,70123,1,1,238,2018,5982,18,285000.0,4.0,4,1,9,10,13,23.01,91.0,110,344.0,999.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3679.0,1579.0,1478.0,2422,1478.635627,1479.284494,690.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,155.8,13.9,26.0,5.0,300.0,15.66402379,4,4351.893989,5726.0
6057,2.0,70123,0,1,160,2018,7362,2045,435000.0,2.0,4,0,9,10,13,21.63,90.0,57,293.0,998.0,3.0,4.0,3.0,53.0,30.0,11.0,1.0,1.0,3695.0,1600.0,1560.0,2425,1420.0,1410.0,850.0,1250.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,15.05,23.0,5.0,235.0,15.66402379,4,3567.05,6226.0
6058,2.0,100000,1,3,74,2016,1502,1103,230000.0,5.0,4,1,8,10,13,21.1,74.5,86,344.0,814.0,3.0,3.0,8.0,49.0,51.37463617,12.45229249,1.0,1.0,3495.0,1550.0,1500.0,2380,1386.0,1368.0,880.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,19.0,13.0,5.0,215.0,15.66402379,4,4055.2,5722.0
6059,7.0,110000,1,3,147,2014,3824,1888,550000.0,5.0,1,1,9,10,13,15.1,330.0,86,498.0,2179.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4585.0,1890.0,1785.0,2700,1478.635627,1479.284494,1980.0,2450.0,6,9.0,7.0,6.0,5.01860252,7.0,4.0,175.0,12.5,27.0,5.0,402.7427254,17.0,4,2901.893989,4124.0
6060,8.0,99643,1,1,296,2017,6307,330,574000.0,4.0,1,1,9,10,13,21.66,250.0,116,381.0,1498.0,4.0,4.0,3.0,4.0,85.0,12.45229249,5.0,1.0,3995.0,1682.0,1483.0,2470,1460.0,1456.0,1163.0,1670.523356,5,12.0,5.0,6.0,5.4,22.0,7.0,174.018972,11.64,26.0,4.0,330.0,16.0,4,3108.62,4226.0
6061,7.0,103116,1,1,69,2017,5668,2116,589000.0,6.0,4,1,9,10,13,17.5,110.0,116,476.0,1199.0,4.0,4.0,8.0,53.0,51.37463617,12.45229249,1.0,1.0,3999.0,1734.0,1601.0,2555,1478.635627,1479.284494,1103.0,1670.523356,5,12.0,5.0,1.0,5.01860252,22.0,7.0,164.26,15.31,26.0,5.0,402.7427254,16.0,4,4888.7,6226.0
6062,8.0,120000,1,1,32,2017,545,185,350000.0,5.0,1,1,8,10,13,22.1,190.0,138,359.0,1248.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4249.0,1690.0,1503.0,2465,1478.635627,1479.284494,1124.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,16.0,26.0,4.0,370.0,15.66402379,4,1851.893989,4226.0
6063,2.0,43202,0,1,156,2017,3954,1813,377000.0,2.0,4,0,9,10,13,23.95,90.0,116,289.0,998.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3545.0,1490.0,1475.0,2360,1295.0,1290.0,784.0,1210.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,13.3,26.0,5.0,177.0,15.66402379,4,3567.1,6239.0
6064,8.0,57671,1,1,296,2017,6305,117,544000.0,2.0,4,1,9,10,13,17.0,110.0,9,332.0,1198.0,3.0,4.0,3.0,49.0,75.0,10.5,1.0,1.0,3995.0,1682.0,1483.0,2470,1460.0,1456.0,1069.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.79590584,26.0,4.0,402.7427254,16.0,4,3823.75,5626.0
6065,2.0,70000,1,3,74,2014,5548,5,225000.0,2.0,4,1,8,10,13,20.3,94.14,116,318.0,998.0,3.0,4.0,8.0,49.0,51.37463617,12.45229249,1.0,1.0,3515.0,1550.0,1510.0,2380,1376.0,1458.0,880.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,15.0,13.0,5.0,215.0,15.66402379,4,3568.05,6449.0
6067,8.0,60000,1,2,163,2017,5724,205,600000.0,5.0,4,1,9,10,13,20.73,130.0,86,478.0,1373.0,4.0,4.0,3.0,49.0,34.0,10.1,1.0,1.0,4490.0,1730.0,1485.0,2650,1495.0,1505.0,1030.0,1490.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,190.0,14.0,23.0,4.0,510.0,16.0,4,4091.1,6226.0
6069,8.0,74700,0,1,198,2019,4549,614,2490000.0,2.0,1,0,9,10,13,17.9,300.0,138,267.0,2143.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4630.0,1777.0,1432.0,2699,1549.0,1547.0,1570.0,2005.0,7,12.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,9.8,26.0,4.0,470.0,17.0,4,3101.893989,4645.0
6070,8.0,110000,1,3,180,2015,4209,1764,500000.0,5.0,1,1,9,10,13,26.59,190.0,138,220.0,1248.0,4.0,4.0,3.0,4.0,14.0,17.6,5.0,1.0,3995.0,1695.0,1555.0,2430,1485.0,1495.0,1055.0,1505.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,13.8,26.0,4.0,320.0,15.66402379,4,2101.893989,4242.030234
6071,2.0,100000,1,4,89,2010,1589,1097,180000.0,5.0,4,1,8,10,13,19.81,99.04,86,265.0,1086.0,4.0,3.0,8.0,49.0,51.37463617,12.45229249,1.0,1.0,3585.0,1595.0,1550.0,2380,1400.0,1385.0,860.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,14.3,13.0,5.0,225.0,15.66402379,4,4568.05,5716.0
6073,7.0,62000,1,1,101,2018,7660,479,1500000.0,2.0,1,1,9,10,13,17.1,350.0,8,124.0,1956.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4395.0,1818.0,1640.0,2636,1478.635627,1479.284494,1211.483843,1670.523356,6,5.0,5.0,8.0,5.01860252,5.0,6.0,174.018972,12.79590584,6.0,5.0,408.0,18.0,4,2670.63,3975.0
6075,8.0,90000,1,2,242,2014,5127,1033,270000.0,5.0,1,1,9,10,13,21.64,200.0,138,464.0,1461.0,4.0,4.0,3.0,23.0,51.37463617,12.45229249,5.0,1.0,4425.0,1695.0,1505.0,2600,1480.0,1485.0,1080.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,16.0,26.0,4.0,490.0,15.0,4,2084.8,3819.0
6076,8.0,120000,1,3,86,2013,1833,362,410000.0,5.0,1,1,9,10,13,22.32,259.9,86,445.0,1582.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,1.0,1.0,4370.0,1700.0,1475.0,2570,1495.0,1502.0,1220.0,1670.523356,4,12.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,12.79590584,26.0,4.0,402.7427254,15.0,4,2876.3,4226.0
6077,8.0,40000,1,1,163,2019,6551,1008,725000.0,5.0,4,1,9,10,13,21.56,138.0,86,479.0,1462.0,4.0,4.0,3.0,49.0,48.0,12.45229249,1.0,1.0,4490.0,1730.0,1485.0,2650,1478.635627,1479.284494,1045.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,23.0,4.0,510.0,15.0,4,4503.25,6253.0
6079,2.0,50000,1,1,157,2018,3969,175,625000.0,5.0,4,1,9,10,13,21.4,115.0,86,455.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1505.0,1515.0,880.0,1340.0,5,12.0,5.0,6.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,16.0,4,4083.1,6249.0
6080,2.0,42811,1,1,157,2019,3969,175,665000.0,2.0,4,1,9,10,13,21.4,115.0,116,455.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1505.0,1515.0,880.0,1340.0,5,12.0,5.0,6.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,16.0,4,4083.1,6253.0
6082,8.0,40000,1,1,163,2019,6551,1008,750000.0,5.0,4,1,9,10,13,21.56,138.0,86,479.0,1462.0,4.0,4.0,3.0,49.0,48.0,12.45229249,1.0,1.0,4490.0,1730.0,1485.0,2650,1478.635627,1479.284494,1045.0,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,23.0,4.0,510.0,15.0,4,4503.25,6253.0
6083,7.0,104521,1,1,50,2018,6093,269,692000.0,2.0,1,1,9,10,13,23.0,205.0,9,380.0,1498.0,4.0,4.0,8.0,23.0,39.0,16.0,5.0,1.0,3998.0,1765.0,1647.0,2519,1478.635627,1479.284494,1211.483843,1670.523356,5,12.0,5.0,6.0,5.01860252,22.0,7.0,174.018972,12.79590584,26.0,4.0,352.0,16.0,4,3348.96,3965.0
6084,2.0,95745,1,1,157,2018,3962,85,525000.0,2.0,4,1,9,10,13,21.4,115.0,9,455.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1515.0,1525.0,870.0,1340.0,5,12.0,5.0,6.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,15.66402379,4,4083.1,6218.0
6085,2.0,78000,1,1,77,2018,1529,929,480000.0,5.0,1,1,8,10,13,24.0,160.0,57,422.0,1120.0,3.0,4.0,3.0,6.0,51.37463617,12.45229249,1.0,1.0,3765.0,1660.0,1520.0,2425,1479.0,1493.0,1025.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,15.6,13.0,5.0,256.0,15.66402379,4,2851.893989,4226.0
6086,8.0,90000,0,3,14,2013,242,675,1100000.0,5.0,1,0,9,10,13,18.88,380.0,86,236.0,1995.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4624.0,2031.0,1429.0,2810,1543.0,1583.0,1500.0,1670.523356,8,16.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,7.4,26.0,4.0,480.0,17.0,4,2851.893989,4242.030234
6087,8.0,150000,1,3,247,2009,3070,449,250000.0,5.0,1,1,9,10,13,17.0,250.0,86,278.0,1896.0,4.0,4.0,8.0,23.0,51.37463617,12.45229249,5.0,1.0,4569.0,1769.0,1485.0,2578,1478.635627,1479.284494,1389.0,1971.0,5,12.0,5.0,6.0,5.01860252,5.0,2.0,174.018972,12.79590584,26.0,4.0,560.0,15.0,4,2001.893989,4215.0
6088,2.0,70000,1,2,157,2020,6779,2071,680000.0,5.0,4,1,9,10,13,21.01,113.0,86,59.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1745.0,1510.0,2520,1505.0,1515.0,1211.483843,1340.0,5,12.0,5.0,1.0,4.9,5.0,7.0,174.018972,12.79590584,26.0,5.0,339.0,15.66402379,4,4281.8,6242.030234
6090,8.0,90000,1,2,63,2014,1286,2088,550000.0,5.0,1,1,9,10,13,26.0,200.0,86,468.0,1498.0,4.0,4.0,3.0,23.0,72.0,16.0,5.0,1.0,4440.0,1695.0,1495.0,2600,1480.0,1465.0,1150.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.0,26.0,4.0,510.0,15.0,4,1848.6,3842.030234
6091,8.0,100000,1,2,68,2006,1146,1789,270000.0,5.0,4,1,9,10,13,11.9,20.0,86,278.0,2354.0,4.0,4.0,3.0,68.0,51.37463617,12.45229249,1.0,1.0,4870.0,1820.0,1465.0,2740,1555.0,1555.0,1420.0,1870.0,5,12.0,5.0,6.0,5.01860252,22.0,2.0,206.0,12.79590584,26.0,4.0,420.0,15.0,4,3620.882197,5557.155665
6093,7.0,150000,0,1,10,2017,133,714,3600000.0,5.0,1,0,9,10,13,14.75,600.0,86,431.0,2967.0,4.0,4.0,3.0,6.0,147.0,12.45229249,5.0,1.0,5052.0,2212.0,1740.0,2994,1679.0,1691.0,2330.0,2925.0,8,9.0,7.0,6.0,5.01860252,22.0,25.0,174.018972,7.1,26.0,5.0,890.0,19.0,4,3101.893989,4742.030234
6094,8.0,90000,1,3,86,2016,1843,372,650000.0,5.0,1,1,9,10,13,23.9,259.9,86,426.0,1582.0,4.0,4.0,3.0,4.0,89.0,17.3,5.0,1.0,4375.0,1700.0,1475.0,2570,1478.635627,1479.284494,1230.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,10.62,13.0,4.0,465.0,15.66402379,4,2876.2,4215.0
6095,7.0,60091,0,1,9,2013,104,503,1750000.0,5.0,1,0,9,10,13,14.16,380.0,8,387.0,1968.0,4.0,4.0,3.0,4.0,51.37463617,12.45229249,5.0,1.0,4629.0,2089.0,1655.0,2807,1617.0,1614.0,1830.0,2430.0,7,9.0,5.0,6.0,5.01860252,22.0,2.0,174.018972,9.0,26.0,5.0,540.0,17.0,4,2674.3,4426.0
6096,7.0,170000,1,1,285,2012,2253,741,1325000.0,2.0,1,1,9,10,13,12.55,343.0,138,205.0,2982.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,5.0,1.0,4705.0,1840.0,1850.0,2750,1540.0,1540.0,1970.0,2510.0,5,4.0,7.0,6.0,5.01860252,22.0,7.0,174.018972,9.6,26.0,5.0,296.0,17.0,4,3568.5,3826.0
6097,2.0,42000,1,2,155,2016,3925,1806,265000.0,5.0,4,1,9,10,13,24.7,69.0,57,251.0,796.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3430.0,1515.0,1475.0,2360,1295.0,1290.0,725.0,1185.0,5,12.0,5.0,6.0,5.01860252,17.0,7.0,140.0,19.0,19.0,5.0,177.0,15.66402379,4,3547.3,6250.0
6099,2.0,120000,1,1,54,2011,1032,1023,100000.0,5.0,1,1,8,10,13,20.0,160.0,86,236.0,1399.0,4.0,4.0,8.0,7.0,51.37463617,12.45229249,1.0,1.0,3795.0,1680.0,1427.0,2489,1478.635627,1479.284494,1105.0,1670.523356,5,14.0,5.0,6.0,5.01860252,24.0,7.0,174.018972,14.8,26.0,5.0,402.7427254,15.66402379,4,2101.893989,4226.0
6100,4.0,100227,1,1,165,2014,4051,2019,634000.0,4.0,1,1,9,10,13,20.77,200.0,138,220.0,1248.0,4.0,4.0,3.0,4.0,14.0,17.6,5.0,1.0,4265.0,1695.0,1685.0,2740,1480.0,1490.0,1235.0,1845.0,5,12.0,7.0,6.0,5.01860252,5.0,7.0,160.0,13.3,23.0,5.0,135.0,15.0,4,1838.8,4226.0
6101,8.0,94112,1,1,87,2017,5783,164,458000.0,2.0,4,1,9,10,13,20.14,178.9265066,138,320.0,1197.0,4.0,4.0,3.0,49.0,51.37463617,12.45229249,1.0,1.0,3995.0,1660.0,1520.0,2425,1479.0,1493.0,1100.0,1670.523356,5,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,14.2,13.0,4.0,407.0,15.66402379,4,4081.86,6226.0
6103,2.0,43349,1,3,184,2015,4310,1823,327000.0,5.0,4,1,9,10,13,20.51,90.0,116,295.0,998.0,3.0,4.0,3.0,35.26919603,12.0,12.45229249,1.0,1.0,3599.0,1495.0,1700.0,2400,1295.0,1290.0,885.0,1350.0,5,12.0,5.0,6.0,5.01860252,22.0,7.0,152.0,18.6,19.0,5.0,180.0,15.66402379,4,3567.04,6426.0
6104,4.0,64394,1,3,165,2012,4051,2019,459000.0,4.0,1,1,9,10,13,20.77,200.0,138,220.0,1248.0,4.0,4.0,3.0,4.0,14.0,17.6,5.0,1.0,4265.0,1695.0,1685.0,2740,1480.0,1490.0,1235.0,1845.0,5,12.0,7.0,6.0,5.01860252,5.0,7.0,160.0,13.3,23.0,5.0,135.0,15.0,4,1838.8,4226.0
6109,2.0,10000,1,1,238,2021,7429,1457,445000.0,5.0,4,1,9,10,13,22.3,72.0,9,344.0,799.0,3.0,4.0,3.0,53.0,51.37463617,12.45229249,1.0,1.0,3731.0,1579.0,1474.0,2422,1478.635627,1479.284494,710.0,1670.523356,5,12.0,5.0,1.0,5.01860252,5.0,7.0,174.018972,16.0,26.0,5.0,279.0,15.66402379,4,4303.26,5832.0
6111,7.0,120000,1,1,73,2015,1450,212,700000.0,5.0,1,1,9,10,13,21.38,219.7,86,420.0,1396.0,4.0,4.0,3.0,6.0,51.37463617,12.45229249,1.0,1.0,4270.0,1780.0,1630.0,2590,1478.635627,1479.284494,1240.0,1670.523356,6,12.0,5.0,6.0,5.01860252,5.0,7.0,174.018972,12.5,13.0,5.0,400.0,15.66402379,4,2838.7,4226.0
